names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Specialized construction activities,-1.82E-10,1.94E-10,5.91E-10,3.35E-10,10,_nutrient_supply_from_NPK__15_15_15__fertiliser___kilogram__RER__None_,2,251,59.92134666,230,4.02530883,0,8.32E-09,1,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_
Mining of coal and lignite,,0.0035897,,0.001054944,10,_nutrient_supply_from_NPK__15_15_15__fertiliser___kilogram__RER__None_,2,251,59.92134666,230,4.02530883,0.09,0.026207766,1,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_
Mining of metal ores,,0.001269204,,0.000997314,10,_nutrient_supply_from_NPK__15_15_15__fertiliser___kilogram__RER__None_,2,251,59.92134666,230,4.02530883,0.03,0.024776082,1,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_
Extraction of crude petroleum and natural gas,,0.000248338,,0.000110912,10,_nutrient_supply_from_NPK__15_15_15__fertiliser___kilogram__RER__None_,2,251,59.92134666,230,4.02530883,0.01,0.002755355,1,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_
Manufacture of machinery and equipment,-2.84E-06,3.67E-06,3.58E-06,1.58E-06,10,_nutrient_supply_from_NPK__15_15_15__fertiliser___kilogram__RER__None_,2,251,59.92134666,230,4.02530883,0,3.91E-05,1,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_
Land transport and transport via pipelines,,0.062868094,,0.039836949,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,1.56,0.98966193,144,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Construction of buildings,,0.000205752,,6.10E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.01,0.001515468,20,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
"Electricity, gas, steam and air conditioning supply",,0.082311787,,0.02831762,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,2.04,0.703489385,15,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of chemicals and chemical products,,0.284867501,,0.072060595,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,7.08,1.790187982,15,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Other mining and quarrying,,0.001178129,,0.000653022,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.03,0.0162229,8,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of basic metals,,0.024344188,,0.028133751,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.6,0.69892156,8,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of other non-metallic mineral products,,0.000654732,,0.000285828,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.02,0.007100761,7,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of coke and refined petroleum products,,0.004403679,,0.002082257,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.11,0.051729123,6,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
"Waste collection, treatment, and disposal activities",,0.003103861,,0.000683947,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.08,0.016991159,4,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Civil engineering,,0.003614048,,0.002115005,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.09,0.052542688,4,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.000337203,,0.000205679,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.01,0.00510964,4,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
"Crop and animal production, hunting and related service activities",,0.00196804,,0.000953693,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.05,0.023692417,2,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of wood and products of wood and cork,-0.000158139,0.000158139,3.85E-05,2.06E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,0.000512281,2,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.011942623,,0.005771624,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.3,0.143383385,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of other transport equipment,-5.55E-05,5.55E-05,2.09E-05,1.13E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,0.000281486,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of electrical equipment,-5.96E-05,5.96E-05,2.95E-05,1.66E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,0.000411767,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of food products,0.001389617,0.00172802,0.001774601,0.000846612,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.04,0.021032236,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Specialized construction activities,-1.04E-10,1.14E-10,2.88E-10,1.75E-10,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,4.34E-09,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Mining of coal and lignite,,0.001655362,,0.000610679,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.04,0.015170984,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Mining of metal ores,,0.001352003,,0.000545695,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0.03,0.013556588,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Extraction of crude petroleum and natural gas,,0.000199276,,0.000151705,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,0.003768781,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
Manufacture of machinery and equipment,-3.30E-06,4.40E-06,4.23E-06,1.54E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,248,64.8433938,230,4.02530883,0,3.83E-05,1,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_
"Electricity, gas, steam and air conditioning supply",,0.041182506,,0.032118344,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,1.02,0.797910051,116,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of chemicals and chemical products,,0.191997774,,0.068693309,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,4.77,1.706535121,19,_market_for_ammonium_nitrate___kilogram__RER__None_
Mining of metal ores,,0.00484679,,0.008159174,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.12,0.202696855,12,_market_for_ammonium_nitrate___kilogram__RER__None_
Civil engineering,,0.000816714,,0.000245795,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.02,0.006106237,9,_market_for_ammonium_nitrate___kilogram__RER__None_
Mining of coal and lignite,,0.000929805,,0.000277365,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.02,0.00689053,8,_market_for_ammonium_nitrate___kilogram__RER__None_
Construction of buildings,,6.85E-05,,1.85E-05,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,0.000460187,6,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of other non-metallic mineral products,,0.000258082,,0.000129222,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.01,0.003210237,5,_market_for_ammonium_nitrate___kilogram__RER__None_
"Waste collection, treatment, and disposal activities",,0.001295973,,0.000363791,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.03,0.009037593,4,_market_for_ammonium_nitrate___kilogram__RER__None_
Other mining and quarrying,,0.000419349,,0.000172944,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.01,0.004296424,3,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of basic metals,,0.00852494,,0.006962673,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.21,0.172972394,3,_market_for_ammonium_nitrate___kilogram__RER__None_
Land transport and transport via pipelines,,0.015700316,,0.006772886,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.39,0.168257545,3,_market_for_ammonium_nitrate___kilogram__RER__None_
Extraction of crude petroleum and natural gas,,0.000126916,,7.65E-05,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,0.001900355,2,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of coke and refined petroleum products,,0.000877917,,0.00051041,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.02,0.012680033,1,_market_for_ammonium_nitrate___kilogram__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.00302239,,0.001483316,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0.08,0.036849736,1,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of electrical equipment,-3.67E-05,3.67E-05,2.00E-05,1.16E-05,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,0.000288252,1,_market_for_ammonium_nitrate___kilogram__RER__None_
Manufacture of wood and products of wood and cork,-0.000103368,0.000103368,3.24E-05,1.78E-05,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,0.000441271,1,_market_for_ammonium_nitrate___kilogram__RER__None_
Specialized construction activities,1.16E-08,1.18E-08,2.52E-08,1.26E-08,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,3.13E-07,1,_market_for_ammonium_nitrate___kilogram__RER__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,-0.000105856,0.000105856,8.41E-05,4.91E-05,10,_NPK__15_15_15__fertiliser_production___kilogram__RER__None_,4,196,56.23227453,190,4.02530883,0,0.001219387,1,_market_for_ammonium_nitrate___kilogram__RER__None_
"Electricity, gas, steam and air conditioning supply",,0.000207076,,0.000151185,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0.01,0.00375587,138,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Land transport and transport via pipelines,,0.001237507,,0.000385689,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0.03,0.009581607,20,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Construction of buildings,-1.03E-07,1.09E-07,9.74E-08,5.96E-08,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,1.48E-06,17,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Other mining and quarrying,,9.36E-06,,1.59E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000396137,15,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Manufacture of other non-metallic mineral products,,8.17E-06,,3.54E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,8.81E-05,7,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Manufacture of basic metals,,8.77E-05,,3.22E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000799289,6,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Manufacture of coke and refined petroleum products,,4.54E-06,,2.17E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,5.40E-05,6,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
"Waste collection, treatment, and disposal activities",,2.05E-05,,1.69E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000421001,5,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Manufacture of other transport equipment,,5.90E-06,,3.55E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,8.83E-05,4,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Civil engineering,,0.000169163,,9.92E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.002463593,4,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,1.73E-07,,9.20E-08,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,2.29E-06,2,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Mining of coal and lignite,,1.05E-05,,5.37E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000133366,2,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,6.73E-05,,1.94E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000481757,2,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Forestry and logging,,7.23E-07,,4.88E-07,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,1.21E-05,2,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Unknown,1.89E-07,1.89E-07,1.49E-07,8.42E-08,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,2.09E-06,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Water transport,7.29E-09,1.60E-08,1.92E-08,7.08E-09,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,1.76E-07,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Manufacture of chemicals and chemical products,,8.83E-06,,5.51E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,0.000136909,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Specialized construction activities,,2.94E-08,,1.51E-08,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,3.74E-07,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Extraction of crude petroleum and natural gas,,6.79E-08,,5.53E-08,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,1.37E-06,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
Mining of metal ores,,2.72E-06,,1.55E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,236,48.97932458,210,4.02530883,0,3.85E-05,1,_market_group_for_transport__freight_train___ton_kilometer__RER__None_
"Waste collection, treatment, and disposal activities",,3.67E-05,,1.34E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.000333962,72,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
"Electricity, gas, steam and air conditioning supply",,0.000743411,,0.000254368,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.02,0.006319215,19,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Land transport and transport via pipelines,,0.031630115,,0.012106985,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.79,0.300771591,13,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Mining of coal and lignite,,5.74E-05,,3.35E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.000833364,7,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Construction of buildings,,7.09E-07,,3.20E-07,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,7.95E-06,7,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Civil engineering,,0.000897581,,0.000345398,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.02,0.008580669,6,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of other non-metallic mineral products,,9.38E-05,,4.30E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.001067476,5,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Other mining and quarrying,,6.47E-05,,5.26E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.001307448,4,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of basic metals,,0.000786951,,0.000289998,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.02,0.007204361,4,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.000119085,,5.15E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.001280618,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of coke and refined petroleum products,,0.000832467,,0.000395128,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.02,0.009816098,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.002759274,,0.001141988,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.07,0.028370201,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of electrical equipment,-4.70E-07,4.70E-07,3.46E-07,2.18E-07,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,5.41E-06,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of machinery and equipment,3.67E-06,3.67E-06,3.43E-06,1.98E-06,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,4.91E-05,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of chemicals and chemical products,,0.000402048,,0.000192396,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0.01,0.004779657,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Manufacture of rubber and plastic products,,3.87E-05,,3.20E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.000795275,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Specialized construction activities,-3.95E-07,6.25E-07,6.91E-07,2.99E-07,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,7.44E-06,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
Mining of metal ores,,4.68E-05,,2.17E-05,10,_market_for_NPK__15_15_15__fertiliser___kilogram__RER__None_,3,149,44.59190035,190,4.02530883,0,0.000538385,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER__None_
