names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,,,reference_product
Manufacture of coke and refined petroleum products,,0.051568015,,0.005911616,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.043771679,0.005017866,29,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other non-metallic mineral products,,0.001588718,,0.000129198,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.001348527,0.000109665,27,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.118214108,,0.010005902,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.100341848,0.008493155,25,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of basic metals,,0.035278651,,0.002924263,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.02994503,0.002482157,14,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of machinery and equipment,,0.001079133,,7.93E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.000915984,6.73E-05,7,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Unknown,,0.010933945,,0.001143809,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.009280891,0.000970881,7,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Civil engineering,,0.008648656,,0.000539152,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.007341104,0.00045764,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of coal and lignite,,0.010117167,,0.001471891,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.008587598,0.001249362,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of rubber and plastic products,,0.001162107,,9.44E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.000986413,8.02E-05,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Construction of buildings,,0.001021531,,8.91E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.00086709,7.56E-05,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of metal ores,,0.002123765,,0.000233444,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.001802683,0.00019815,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of food products,,0.146236338,,0.009745936,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.124127522,0.008272492,4,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Forestry and logging,,8.80E-05,,1.33E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,7.47E-05,1.13E-05,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Specialized construction activities,,8.63E-06,,9.91E-07,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,7.32E-06,8.41E-07,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of fabricated metal products,,7.67E-05,,7.15E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,6.51E-05,6.07E-06,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Water transport,2.96E-06,1.17E-05,1.54E-05,1.10E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,9.94E-06,9.37E-07,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of electrical equipment,1.42E-06,9.07E-06,1.25E-05,1.02E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,7.70E-06,8.63E-07,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Manufacture of motor vehicles, trailers, and semi-trailers",0.000234742,0.000267681,0.000218604,2.23E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.000227211,1.90E-05,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Other mining and quarrying,,0.001564052,,0.000119977,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.00132759,0.000101838,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other transport equipment,-7.36E-05,7.44E-05,3.77E-05,3.96E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,6.32E-05,3.36E-06,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.001759841,,0.000113393,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.001493778,9.62E-05,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Sewerage,,0.000476221,,1.71E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.000404223,1.45E-05,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Extraction of crude petroleum and natural gas,,9.40E-05,,8.82E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,7.98E-05,7.49E-06,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of wood and products of wood and cork,,0.000147236,,1.79E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,556,2774.696751,9000,117.8113726,0.000124976,1.52E-05,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of wood and products of wood and cork,,0.002312809,,0.000246881,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.001963146,0.000209556,224,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Electricity, gas, steam and air conditioning supply",,0.098630192,,0.014566912,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.083718736,0.012364606,40,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Waste collection, treatment, and disposal activities",,0.037968519,,0.002338006,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.032228229,0.001984533,38,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Land transport and transport via pipelines,,0.025399488,,0.002450393,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.021559453,0.002079929,29,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Crop and animal production, hunting and related service activities",,0.020643049,,0.002086815,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.017522119,0.001771318,27,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of chemicals and chemical products,,0.015147388,,0.00266471,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.012857322,0.002261845,27,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of coke and refined petroleum products,,0.048839881,,0.005556922,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.041455999,0.004716796,25,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.104255927,,0.009050618,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.088493941,0.007682296,21,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of machinery and equipment,,0.000868149,,6.32E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000736897,5.36E-05,13,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Unknown,,0.004690848,,0.000556741,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.00398166,0.00047257,8,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Civil engineering,,0.005967232,,0.000298269,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.005065073,0.000253175,7,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of coal and lignite,,0.005669444,,0.0009506,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.004812306,0.000806883,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of rubber and plastic products,,0.000586327,,5.13E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000497683,4.35E-05,6,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of basic metals,,0.031499868,,0.002522471,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.026737545,0.00214111,5,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other non-metallic mineral products,,0.000774276,,6.70E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000657217,5.69E-05,5,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Construction of buildings,,0.00014419,,3.00E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000122391,2.55E-05,4,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of metal ores,,0.001773751,,0.000190472,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.001505585,0.000161675,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of food products,,0.054697192,,0.003847793,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.046427769,0.003266063,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Forestry and logging,,0.000147317,,2.05E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000125045,1.74E-05,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Specialized construction activities,,4.95E-06,,6.41E-07,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,4.20E-06,5.44E-07,3,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of fabricated metal products,,6.05E-05,,4.54E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,5.14E-05,3.85E-06,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Water transport,2.69E-06,8.59E-06,1.23E-05,9.97E-07,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,7.29E-06,8.46E-07,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of electrical equipment,-4.22E-07,8.36E-06,1.14E-05,9.52E-07,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,7.09E-06,8.08E-07,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Manufacture of motor vehicles, trailers, and semi-trailers",3.18E-05,3.47E-05,2.71E-05,2.29E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,2.95E-05,1.94E-06,2,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Other mining and quarrying,,0.000877183,,6.89E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000744566,5.85E-05,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other transport equipment,-2.74E-05,3.05E-05,3.16E-05,3.41E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,2.59E-05,2.90E-06,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.00208068,,4.80E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.001766111,4.08E-05,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Sewerage,,0.000168966,,1.17E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,0.000143421,9.92E-06,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Extraction of crude petroleum and natural gas,,6.55E-05,,7.70E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,510,2559.238168,9000,117.8113726,5.56E-05,6.53E-06,1,_softwood_forestry__pine__sustainable_forest_management___cubic_meter__SE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of metal ores,,0.018350573,,0.001978854,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.015576232,0.00167968,72,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of basic metals,,0.200346588,,0.016286261,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.170057087,0.013824014,19,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Electricity, gas, steam and air conditioning supply",,0.214447415,,0.016456339,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.182026073,0.013968379,13,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of electrical equipment,-0.000183773,0.00018445,0.000113278,1.21E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.000156564,1.03E-05,7,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other non-metallic mineral products,,0.027722759,,0.00252409,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.023531479,0.002142484,7,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of chemicals and chemical products,,0.11104815,,0.009327194,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.094259278,0.007917058,6,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.751481161,,0.070361397,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.637868098,0.059723773,5,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of coke and refined petroleum products,,0.331233804,,0.044028972,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.281156052,0.037372429,4,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Other mining and quarrying,,0.024056909,,0.002141114,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.020419853,0.001817409,4,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
